SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
509488,GRAPHITE IN.,B ,Q,96.05,110.30,96.05,102.30,102.30,96.30,3657,250137,26408549.00,
509496,ITDCEM      ,B ,Q,160.00,162.65,158.30,158.85,158.30,160.55,83,5620,900107.00,
509525,EMPIRE IND. ,XC,Q,1615.00,1625.00,1585.00,1599.95,1611.00,1604.70,31,977,1573120.00,
509550,GAMMON INDIA,B ,Q,12.83,13.00,12.56,12.74,12.74,12.71,290,187726,2399861.00,
509557,GARWARE WALL,B ,Q,595.15,618.75,591.00,614.00,610.65,599.10,221,2170,1319563.00,
509563,GARWA.MARINE,XD,Q,12.07,12.07,12.07,12.07,12.07,11.51,3,300,3621.00,
509567,GOA CARBON  ,B ,Q,105.80,107.70,105.20,105.85,105.60,106.55,138,11001,1170529.00,
509627,HIND.DORR   ,B ,Q,12.08,12.88,11.92,12.28,12.28,11.99,335,115776,1438629.00,
509631,HEG LIMITED ,B ,Q,185.25,188.10,182.00,185.80,185.80,182.00,232,4112,764924.00,
509635,HIND.COMPOSI,B ,Q,1610.00,1610.00,1592.00,1593.45,1593.00,1605.45,12,171,273109.00,
509675,HIL         ,B ,Q,650.00,650.10,642.10,646.95,648.00,648.55,206,4095,2647359.00,
509692,IND.CARD    ,B ,Q,213.90,214.00,213.90,213.95,214.00,212.25,5,300,64190.00,
509709,INT.CONVEYOR,XC,Q,17.75,18.45,17.70,18.20,18.20,18.50,12,3243,58558.00,
509715,JAYSHRE TEA ,B ,Q,111.50,114.00,110.10,112.55,112.55,110.45,588,39723,4476587.00,
509760,MODERN SHARE,XT,Q,26.70,26.70,26.00,26.60,26.60,25.45,3,202,5253.00,
509820,PAPERPROD   ,B ,Q,251.95,258.00,249.10,256.45,251.00,250.75,212,5113,1302343.00,
509874,SHALIMAR PAI,B ,Q,159.20,159.20,155.40,156.85,158.00,158.55,69,4413,696404.00,
509895,HIND MILLS  ,XD,Q,409.00,420.00,409.00,420.00,420.00,400.00,77,927,387878.00,
509930,SUPREM IND  ,A ,Q,963.00,969.60,949.95,964.20,969.00,958.30,178,1304,1253052.00,
509966,VST INDUS.  ,B ,Q,2510.00,2550.00,2500.00,2527.00,2527.00,2489.60,63,454,1142430.00,
510245,SWASTI VINAY,XD,Q,2.90,3.08,2.79,2.98,3.05,2.88,96,284590,838318.00,
511000,MADHUS.SEC  ,XT,Q,34.25,34.25,34.25,34.25,34.25,34.90,1,100,3425.00,
511012,YAMINI INVES,B ,Q,32.00,34.95,29.70,34.95,34.95,31.80,2579,202402,6514119.00,
511034,JINDAL DRILL,B ,Q,175.00,176.00,171.10,172.15,172.15,174.55,311,9312,1622387.00,
511064,APLAYA      ,XD,Q,15.90,15.90,14.55,15.40,15.25,15.25,91,92235,1428579.00,
511066,SAKTHI FIN. ,XC,Q,32.00,33.00,31.25,32.70,33.00,31.95,12,2250,73390.00,
511072,DEWAN H.FIN.,A ,Q,295.60,301.40,294.00,296.60,296.60,294.10,4395,252926,75334191.00,
511076,SAT IND LTD ,XD,Q,24.00,24.05,23.60,23.90,23.90,23.35,115,43070,1028222.00,
511092,JMD TELEFILM,XD,Q,2.06,2.12,2.06,2.10,2.10,2.10,14,11920,24678.00,
511108,SHIVA TEXYAM,B ,Q,273.00,300.00,267.00,293.00,293.00,267.85,579,16271,4612499.00,
511110,V.B.DESAI   ,XT,Q,13.00,13.65,13.00,13.65,13.65,13.02,14,3330,44748.00,
511116,QUADRANT    ,XC,Q,3.15,3.26,3.13,3.23,3.25,3.15,25,14266,45749.00,
511122,FIRST CUSTO.,XT,Q,13.12,13.12,12.50,13.12,13.12,12.50,14,2015,26435.00,
511131,KAMAN HSG   ,XD,Q,16.25,16.25,16.25,16.25,16.25,15.50,4,400,6500.00,
511138,KOTHARIFIN  ,XT,Q,86.00,86.00,84.00,84.00,84.00,87.00,5,505,42820.00,
511144,ASYAINFO    ,XD,Q,59.05,60.45,59.00,60.10,59.40,59.95,61,18527,1113799.00,
511147,WALL ST.FIN.,XD,Q,26.60,27.70,26.50,27.00,27.00,27.70,7,2725,73487.00,
511153,ANJANIFOODS ,XT,Q,18.65,18.65,18.65,18.65,18.65,17.77,2,251,4681.00,
511196,CANFIN HOMES,B ,Q,1998.00,2014.00,1988.55,1998.45,1998.45,1993.15,738,6360,12719826.00,
511208,IL & FS INVE,B ,Q,15.45,15.65,15.35,15.55,15.65,15.35,214,86301,1336870.00,
511218,SHRIRAM TRAN,A ,Q,971.00,981.00,960.50,963.30,961.50,971.10,809,12297,11908824.00,
511243,CHOLAFIN    ,A ,Q,1053.95,1057.00,1036.80,1042.70,1042.70,1046.05,566,5046,5274637.00,
511276,MEFCOM AGRO ,XD,Q,5.86,5.86,5.86,5.86,5.86,5.86,1,500,2930.00,
511288,GRUH FINANCE,A ,Q,351.90,356.00,350.00,355.10,355.10,348.00,747,15046,5306636.00,
511333,VLS FINANCE ,B ,Q,56.45,56.60,53.75,55.65,55.10,55.30,182,14176,793877.00,
511355,IND CEM CAP ,XD,Q,4.00,4.00,4.00,4.00,4.00,4.13,4,375,1500.00,
511389,VIDEOCON IND,A ,Q,104.20,104.75,103.90,104.35,104.30,104.05,101,6545,682721.00,
511391,INTER GLOB F,XT,Q,30.00,30.00,27.85,27.95,27.95,29.25,12,891,26235.00,
511411,SHRISTINFRA ,XC,Q,368.95,368.95,346.00,353.55,359.00,352.30,14,146,51607.00,
511413,CREST       ,B ,Q,99.95,102.35,99.95,101.25,101.25,97.50,31,3216,327430.00,
511427,ATN INTER.  ,T ,Q,0.26,0.26,0.26,0.26,0.26,0.26,1,500,130.00,
511431,VAKRANGEE   ,A ,Q,312.00,314.00,306.00,309.60,309.60,311.60,1491,95695,29742878.00,
511441,GUJ.CREDIT  ,XT,Q,17.20,17.20,17.20,17.20,17.20,16.90,1,10,172.00,
511463,ALEXANDER   ,XD,Q,83.95,85.50,79.25,82.75,82.75,83.40,161,17984,1466646.00,
511473,IND.BANK MER,B ,Q,14.20,14.20,13.95,13.99,14.00,14.08,54,64077,898656.00,
511501,BHARAT BHUSH,XD,Q,14.00,14.25,14.00,14.24,14.24,13.61,3,75,1056.00,
511505,CAPITAL TRUS,B ,Q,472.00,494.00,472.00,485.75,482.00,481.05,68,1192,581313.00,
511509,VIVO BIO TEC,XT,Q,100.00,100.00,100.00,100.00,100.00,100.00,1,20,2000.00,
511523,VEERHEALTH  ,XD,Q,14.89,14.89,13.75,14.49,14.50,14.25,13,4628,66178.00,
511525,PAN INDIA C ,T ,Q,0.36,0.36,0.36,0.36,0.36,0.37,1,500,180.00,
511533,SAHARA HOUSG,XD,Q,76.90,85.00,76.90,82.70,82.70,82.95,12,168,13878.00,
511549,MORARKA FIN.,XT,Q,23.15,23.15,23.15,23.15,23.15,23.15,2,449,10394.00,
511551,MONARCH     ,XD,Q,27.10,27.50,27.10,27.50,27.50,27.95,2,90,2473.00,
511557,PRO FIN CAP.,XT,Q,128.75,134.45,128.75,133.95,133.90,133.90,14,8535,1146654.00,
511571,SOMDATT FIN ,XT,Q,5.00,5.00,5.00,5.00,5.00,5.19,2,150,750.00,
511585,REGENCY TRUS,XD,Q,1.97,1.97,1.97,1.97,1.97,2.01,4,730,1438.00,
511589,AVONMORE    ,XD,Q,14.75,14.90,13.65,14.56,14.56,14.50,27,3685,53829.00,
511593,LIBORD FIN  ,XT,Q,7.00,7.00,7.00,7.00,7.00,7.25,2,250,1750.00,
511601,YASH MANAGE.,XT,Q,8.65,8.65,8.65,8.65,8.65,8.50,1,300,2595.00,
511605,ARIHANT CAP.,XD,Q,52.00,53.75,52.00,52.70,52.20,52.95,52,4844,254453.00,
511607,BIR SHL EDU ,XT,Q,2.32,2.54,2.32,2.54,2.54,2.44,5,1825,4300.00,
511609,ISL CONSULT ,XD,Q,32.00,32.00,32.00,32.00,32.00,30.90,3,700,22400.00,
511611,DCM FINANCIA,T ,Q,3.81,3.99,3.80,3.95,3.95,4.00,24,26657,102147.00,
511618,JIK INDUS.  ,B ,Q,0.73,0.73,0.73,0.73,0.73,0.70,5,3000,2190.00,
511630,SAMBHAAV MED,B ,Q,6.10,6.10,5.85,5.85,5.85,6.29,14,15100,89356.00,
511642,WISEC GLOBAL,XT,Q,6.41,6.41,6.41,6.41,6.41,6.74,38,32015,205216.00,
511658,NETTLINX LTD,XD,Q,118.70,118.90,110.20,116.95,116.80,111.95,111,15778,1803943.00,
511664,BGIL FL TEC ,XT,Q,3.80,4.00,3.80,4.00,4.00,4.00,4,5000,19600.00,
511672,SCANSTL     ,XD,Q,10.95,10.95,10.58,10.58,10.58,10.79,11,4320,46075.00,
511676,GIC HOUSING ,B ,Q,302.90,318.10,302.00,312.80,312.80,301.80,1322,37055,11560334.00,
511688,MATHEW EASOW,XD,Q,43.80,44.00,43.80,43.90,43.90,43.80,58,51467,2258754.00,
511710,CUBICAL FIN.,XD,Q,1.13,1.13,1.13,1.13,1.13,1.18,4,1300,1469.00,
511716,ESCORT FINAN,XD,Q,10.55,11.20,10.20,11.14,11.18,10.67,98,74835,812897.00,
511724,BAID LEASING,XD,Q,92.05,92.05,88.60,88.60,88.60,92.15,29,2240,202655.00,
511726,VIPUL LTD   ,B ,Q,82.10,84.45,81.55,82.75,83.00,83.65,210,91255,7635228.00,
511730,TRC FINAN.SE,XT,Q,4.67,4.67,4.67,4.67,4.67,4.45,2,23,107.00,
511734,PASUPATI FIN,XT,Q,4.92,4.92,4.91,4.91,4.91,4.69,2,505,2484.00,
511736,USHDEV INTNL,XD,Q,21.35,21.35,19.95,20.25,20.30,20.80,153,42931,883136.00,
511754,SHALIB.FINAN,XD,Q,62.85,62.85,57.85,59.00,58.25,60.50,9,23031,1335858.00,
511756,ABIRAMI FIN.,XD,Q,4.75,4.95,4.75,4.95,4.95,4.72,3,1491,7102.00,
511758,MANSI FINANC,XT,Q,52.45,52.45,47.50,51.85,51.85,50.00,5,513,24425.00,
511764,UPASANA FIN.,XT,Q,24.85,24.85,24.85,24.85,24.85,23.70,25,2362,58695.00,
511766,MUTHOOT CAP ,B ,Q,278.35,278.75,274.55,278.50,278.50,276.00,74,1746,483405.00,
512018,CNI RES LTD ,XT,Q,3.10,3.12,3.00,3.00,3.00,3.09,7,6120,18914.00,
512048,LUHARUKA    ,XD,Q,0.71,0.71,0.71,0.71,0.71,0.70,1,200,142.00,
512068,DECCANGOLD  ,XC,Q,41.85,42.25,41.55,41.70,41.70,41.55,490,73883,3093394.00,
512070,UPL         ,A ,Q,739.55,744.90,733.05,738.20,739.70,739.40,2461,55739,41189898.00,
512093,CRANES SOFTW,B ,Q,1.66,1.68,1.61,1.62,1.61,1.66,28,66542,108803.00,
512105,PROAIMENT   ,XD,Q,1.45,1.45,1.45,1.45,1.45,1.47,1,1000,1450.00,
512131,SIGNET IND  ,B ,Q,22.10,24.40,22.10,22.60,22.60,22.40,601,61029,1393509.00,
512149,ADVANCE TECH,XD,Q,0.31,0.31,0.31,0.31,0.31,0.31,10,91413,28338.00,
512161,8KMILES     ,B ,Q,629.35,645.30,626.25,636.20,636.20,627.35,476,5026,3200266.00,
512175,VAMA INDS   ,XD,Q,23.15,23.75,22.90,23.40,23.40,22.90,168,64367,1509098.00,
512179,SUNTECK REAL,B ,Q,242.50,244.00,236.00,238.85,238.10,239.25,1042,37022,8857590.00,
512215,VORA CONST. ,XT,Q,56.50,56.50,54.00,56.50,56.50,55.50,3,201,11354.00,
512217,PRISM MEDI  ,XD,Q,42.00,43.25,41.55,42.65,42.05,43.70,86,19517,826722.00,
512237,JAI CORP LTD,B ,Q,70.50,73.25,70.40,71.20,71.20,70.50,1876,275110,19778296.00,
512247,ASHIRWAD CAP,XD,Q,4.59,5.00,4.31,4.46,4.46,4.46,99,81623,367944.00,
512257,SVARTCORP   ,XD,Q,3.30,3.30,2.97,3.07,3.07,3.01,61,44439,134835.00,
512267,MEDIA MATRIX,XC,Q,9.50,9.67,9.05,9.15,9.15,9.23,63,89042,819188.00,
512273,ARONI COMM  ,XD,Q,85.40,85.40,85.40,85.40,85.40,89.85,1,42,3586.00,
512289,SHIRPUR GOLD,B ,Q,104.60,105.40,103.00,104.55,103.00,105.10,26,3073,320394.00,
512296,BHAGYA INL  ,B ,Q,23.35,24.25,23.15,23.80,23.30,23.15,46,8103,192228.00,
512297,SHANTAI     ,XT,Q,459.50,462.00,459.00,459.50,459.50,460.00,19,251,115602.00,
512299,STERL.BIOTEC,B ,Q,3.86,3.98,3.81,3.89,3.83,3.85,80,35474,137320.00,
512301,CHAMBAL BREW,XD,Q,9.85,10.79,9.85,10.40,10.40,10.28,24,5975,61936.00,
512344,ARAVALI SEC.,XT,Q,3.00,3.28,3.00,3.28,3.28,3.15,20,5367,16129.00,
512369,ENNORE COKE ,XD,Q,7.00,7.00,7.00,7.00,7.00,7.00,2,250,1750.00,
512393,SHARDUL SECU,XD,Q,34.75,36.75,34.45,36.75,36.75,36.15,11,3800,133630.00,
512417,TRITRADE    ,XD,Q,0.49,0.49,0.49,0.49,0.49,0.49,9,18710,9167.00,
512425,NIRAV COMMER,XD,Q,253.00,253.20,253.00,253.20,253.20,246.75,4,26,6581.00,
512437,APOLLO FIN I,XT,Q,14.11,15.54,14.11,15.54,15.54,14.80,6,365,5600.00,
512449,SVC RES     ,XT,Q,1.19,1.19,1.15,1.15,1.15,1.14,2,2805,3226.00,
512453,SHRI JAGDAMB,XT,Q,807.00,890.80,806.00,806.00,806.00,848.40,8,111,89580.00,
512455,LLOYDS MET E,XT,Q,16.04,16.04,15.95,16.04,16.04,15.28,94,1715509,27381273.00,
512481,POLYTEX(P)  ,XD,Q,4.21,4.21,4.21,4.21,4.21,4.43,1,25,105.00,
512489,OASIS SECUR.,XT,Q,33.85,33.85,33.85,33.85,33.85,33.85,1,1,33.00,
512493,GARNET INTL ,XD,Q,422.00,432.60,420.00,432.60,432.60,412.00,67,32639,13957340.00,
512499,SHALIMAR PRO,XD,Q,0.49,0.49,0.49,0.49,0.49,0.49,82,7370954,3611767.00,
512519,DONEAR IND. ,B ,Q,57.65,58.00,57.05,57.50,57.05,57.20,38,6333,365227.00,
512527,SUPER SAL IN,XC,Q,605.00,605.00,585.00,593.30,593.30,580.70,42,926,552672.00,
512529,SEQUENT     ,B ,Q,127.00,150.55,127.00,141.75,141.75,126.70,2288,172200,24543259.00,
512531,STC INDIA   ,B ,Q,174.20,178.80,172.00,174.25,174.25,174.15,1607,83418,14630829.00,
512535,ASAHI INFRA.,XT,Q,1.14,1.14,1.14,1.14,1.14,1.16,1,1000,1140.00,
512559,KOHINORFOODS,B ,Q,89.50,89.95,87.05,87.45,87.45,89.20,675,52932,4676640.00,
512573,AVANTI FEEDS,B ,Q,570.00,584.00,568.30,580.00,580.00,565.70,320,5166,2978259.00,
512579,GUJ.NRE COKE,B ,Q,3.00,3.02,2.91,2.98,2.98,3.00,656,1384044,4109514.00,
512587,ZODIAC JRD  ,B ,Q,37.25,37.25,37.25,37.25,37.25,37.40,1,25,931.00,
512589,SITA ENTER. ,XD,Q,18.05,18.05,18.05,18.05,18.05,17.20,1,20,361.00,
512599,ADANI ENTER ,A ,Q,94.90,95.15,92.55,94.40,94.40,93.90,3265,632795,59386000.00,
512600,MACRO INTER.,XT,Q,27.50,27.50,27.50,27.50,27.50,26.50,1,5,137.00,
512604,HARIA EXPORT,XT,Q,7.45,8.08,7.45,7.60,7.60,7.84,21,6338,48146.00,
512608,BHANDARI HOS,B ,Q,4.08,4.08,3.72,3.72,3.72,3.91,166,261770,1008799.00,
512624,REGENTRP    ,XT,Q,2.12,2.12,2.12,2.12,2.12,2.12,2,5500,11660.00,
512626,ORBIT EXPORT,B ,Q,304.50,347.40,300.00,326.75,326.75,299.15,4084,2206782,676637247.00,
512634,SAVERA IND  ,XD,Q,65.00,67.50,62.00,64.85,65.00,64.95,44,7775,497281.00,
513005,VBC FERRO   ,XT,Q,55.60,55.65,55.60,55.65,55.65,55.50,3,76,4225.00,
513010,TATA SPONGE ,B ,Q,621.00,629.90,616.50,619.65,619.65,620.30,2343,35493,22132833.00,
513023,NAV BHAR VEN,B ,Q,114.85,117.05,114.70,115.75,116.35,114.20,378,20746,2406964.00,
513043,REMI EDEL   ,XD,Q,30.50,32.95,30.50,32.95,32.95,31.40,10,2893,94700.00,
513059,G.S.AUTO INT,XD,Q,15.60,15.60,14.25,14.65,14.65,15.25,75,9805,144636.00,
513097,SHIV.BIMETAL,XD,Q,54.45,54.60,52.45,52.90,52.45,52.35,109,11859,625967.00,
513108,GANDHI SP.TU,B ,Q,319.00,322.90,316.25,320.00,319.50,320.45,22,520,166754.00,
513117,AMFORGE IND.,XD,Q,4.15,4.16,3.84,4.08,3.88,3.97,7,342,1418.00,
513119,ABC GAS INT ,XT,Q,17.90,19.65,17.90,18.10,18.10,18.75,8,1248,22892.00,
513121,ORICON ENT  ,B ,Q,51.80,53.10,51.15,51.90,51.90,51.35,469,63626,3318597.00,
513142,BALASORE    ,XC,Q,66.00,66.70,64.00,64.80,64.80,64.75,732,242186,15818210.00,
513149,ACROW INDIA ,XT,Q,138.50,152.00,138.10,152.00,152.00,145.05,4,210,29180.00,
513151,STI INDIA LT,T ,Q,20.90,22.40,20.50,22.10,22.00,21.40,30,2388,52537.00,
513179,NAT STL AGRO,T ,Q,24.65,24.65,23.35,23.80,23.50,24.35,40,13488,322281.00,
513216,UTTAM GALVA ,B ,Q,32.25,33.60,31.85,32.80,32.80,32.05,1620,227021,7461232.00,
513228,PENNAR STEEL,B ,Q,42.55,43.10,42.50,42.80,42.80,42.90,149,28384,1213055.00,
513250,JYOTI STRUCT,B ,Q,9.73,10.24,9.70,9.87,9.87,9.73,479,179617,1779417.00,
513252,JAY USHIN   ,XT,Q,248.00,260.95,248.00,260.95,260.95,249.00,7,190,47890.00,
513262,ST.STR.WHEEL,B ,Q,692.30,696.00,682.00,695.30,694.50,693.10,188,1906,1316585.00,
513269,MAN IND.(I) ,B ,Q,48.85,52.05,48.85,51.35,51.35,49.35,887,93694,4774405.00,
513309,GOLKONDA    ,Z ,Q,3.96,3.96,3.80,3.80,3.80,3.78,7,211,824.00,
513335,METALFORGE  ,B ,Q,59.45,61.00,59.45,59.80,59.50,59.90,106,8237,495375.00,
