SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500136,ESTER INDUS.,T ,Q,43.70,44.20,42.25,43.80,43.85,42.10,216,83957,3676875.00,
500139,FEDDER.LLYOD,B ,Q,74.50,76.50,73.75,74.55,74.55,73.95,1202,147357,11045944.00,
500141,FERRO ALLOYS,XD,Q,7.35,7.70,7.34,7.50,7.50,7.60,68,73954,556559.00,
500142,FGP LTD.    ,XD,Q,1.95,1.95,1.95,1.95,1.95,2.04,3,200,390.00,
500143,P.H.CAPITAL ,XT,Q,45.55,47.55,43.30,47.55,47.55,45.30,7,407,18686.00,
500144,FINOL. CABLE,A ,Q,445.95,450.15,444.00,446.45,448.25,443.55,285,3755,1681183.00,
500147,CMI FPE     ,XC,Q,438.30,444.40,430.05,431.45,431.00,438.30,9,163,70516.00,
500148,UFLEX LTD   ,B ,Q,274.90,275.40,269.00,273.25,273.25,271.50,523,12221,3329639.00,
500150,FOSECO INDIA,B ,Q,1339.00,1348.00,1300.10,1331.05,1331.05,1349.00,18,74,97350.00,
500151,GOLDEN TOB  ,B ,Q,69.00,70.10,67.50,69.60,69.75,66.60,188,24571,1702658.00,
500153,GANESH BENZO,XC,Q,35.00,35.70,34.85,35.10,35.10,35.05,118,47413,1671451.00,
500155,GARDEN SILK ,B ,Q,32.25,32.90,32.00,32.35,32.35,32.20,68,6340,205927.00,
500159,METROGLOBL  ,XC,Q,92.80,95.00,91.00,95.00,95.00,92.40,17,916,83876.00,
500160,GTL LTD.    ,B ,Q,16.25,17.20,16.20,16.85,16.85,16.10,832,177151,2986446.00,
500162,PARRYSUGR   ,B ,Q,63.95,64.75,59.55,61.55,61.60,64.65,369,20063,1243096.00,
500163,GODFREY PH  ,B ,Q,1086.00,1119.00,1064.00,1072.30,1072.30,1039.95,3510,42030,45600137.00,
500164,GODREJ IND  ,A ,Q,481.65,493.80,474.75,485.55,484.00,481.65,1916,64217,31202611.00,
500165,KANSAI NERO ,A ,Q,362.00,363.05,353.00,355.35,355.25,359.25,1055,20715,7438914.00,
500166,GOODRICKE   ,XC,Q,247.00,270.00,246.80,268.70,268.70,247.95,1014,89246,23565747.00,
500168,GOODYEAR (I),B ,Q,738.00,743.00,719.60,727.80,727.80,731.75,510,7446,5458953.00,
500170,GTN INDUS   ,B ,Q,17.25,19.25,16.40,17.55,17.50,18.25,28,5005,89751.00,
500171,GHCL LTD    ,B ,Q,278.75,279.75,274.60,275.65,275.65,278.10,614,28755,7968858.00,
500173,GUJ.FLOURO  ,B ,Q,482.50,490.00,476.65,485.15,485.65,482.05,333,4500,2190861.00,
500174,GUJ.LEASE   ,T ,Q,2.75,2.75,2.52,2.52,2.52,2.62,5,4663,12566.00,
500179,HCL INFOSYS ,B ,Q,57.60,58.70,57.30,57.60,57.60,57.35,2565,733385,42548305.00,
500180,HDFC BANK   ,A ,Q,1306.80,1316.50,1296.00,1311.30,1306.75,1298.50,2152,94515,123741263.00,
500182,HEROMOTOCO  ,A ,Q,3227.00,3229.00,3202.00,3215.70,3218.70,3226.00,4310,27317,87840988.00,
500183,HIMACHAL FUT,B ,Q,14.00,14.75,14.00,14.48,14.48,13.97,1687,1368313,19877900.00,
500184,HSCL        ,B ,Q,45.25,47.50,45.10,47.45,47.45,45.25,2618,702937,32930380.00,
500185,HIND.CONSTN.,A ,Q,41.00,42.35,40.85,41.65,41.65,41.20,5603,2028755,84655784.00,
500186,HIND.OIL EXP,B ,Q,73.25,73.40,71.00,71.50,71.50,73.10,1519,235720,17075228.00,
500187,HSIL        ,B ,Q,290.15,290.15,280.40,284.40,284.40,294.05,2660,27364,7806092.00,
500188,HINDUS.ZI   ,A ,Q,321.50,333.40,318.70,321.65,321.65,321.50,5980,315300,102678436.00,
500189,HINDUJA VENT,B ,Q,503.00,503.00,500.00,500.00,500.00,501.25,21,460,230820.00,
500191,HMT LTD.    ,T ,Q,42.25,43.00,42.20,42.60,43.00,42.85,47,5276,224920.00,
500192,PRAG BOSIMI ,XT,Q,4.00,4.22,4.00,4.00,4.00,4.10,7,1550,6226.00,
500193,HOTEL LEELA.,B ,Q,17.00,17.25,16.90,17.00,17.00,16.85,101,32293,552433.00,
500199,I.G.PETRO   ,B ,Q,257.95,266.45,257.95,266.45,266.45,253.80,298,23600,6266493.00,
500201,IND.GLYCOLS ,B ,Q,170.60,174.80,167.80,168.70,168.70,169.45,1916,122356,20993753.00,
500206,MARGO FIN   ,XT,Q,10.20,10.20,10.20,10.20,10.20,10.56,2,2100,21420.00,
500207,INDO RAMA   ,B ,Q,33.65,36.50,33.55,35.85,35.85,33.00,389,74257,2624815.00,
500209,INFOSYS LTD ,A ,Q,934.00,940.70,921.50,934.95,934.95,935.35,8565,338325,314473772.00,
500210,INGERSOLL   ,B ,Q,681.50,700.75,680.50,697.75,698.00,682.35,409,5117,3551938.00,
500211,INSILCO LTD.,XT,Q,25.50,26.40,25.30,25.50,25.30,25.55,46,11889,306579.00,
500213,INTER.TRAVEL,XC,Q,190.10,197.00,188.20,190.10,190.25,190.15,103,24007,4605697.00,
500214,ION EXCHANGE,XT,Q,343.20,349.95,341.00,349.90,349.95,333.30,438,48627,16964125.00,
500215,AGRO TECH FO,B ,Q,508.00,517.95,508.00,513.50,513.50,511.70,186,1608,824873.00,
500219,JAIN IRRIG  ,A ,Q,98.40,98.40,95.90,96.05,96.05,97.30,1456,1368130,131595620.00,
500220,JASCH INDUST,XD,Q,56.00,56.00,54.00,54.10,54.00,53.90,51,5619,305057.00,
500223,JCT LTD     ,XC,Q,5.76,6.15,5.68,6.02,6.02,5.76,758,999197,5963175.00,
500227,JINDAL POLYF,B ,Q,341.25,346.90,340.00,343.90,343.90,345.10,214,5272,1813111.00,
500228,JSWSL       ,A ,Q,193.65,196.40,188.95,191.00,191.00,193.75,5503,635854,122623303.00,
500231,UMANG DAIR  ,B ,Q,77.60,78.85,75.00,75.15,75.15,76.75,107,7703,594401.00,
500233,KAJARIA CER.,A ,Q,588.55,593.40,579.05,582.45,582.45,583.10,274,6184,3607272.00,
500234,KAKATIYA CEM,B ,Q,335.25,338.45,332.60,335.30,335.30,330.25,615,16631,5574214.00,
500235,KALYANI STEL,B ,Q,336.00,339.50,329.10,331.45,331.45,334.35,819,34000,11389168.00,
500238,WHIRLPOOL   ,B ,Q,1003.00,1055.00,991.50,1035.70,1035.70,1003.40,1693,15536,16052571.00,
500239,KG DENIM    ,XC,Q,90.00,92.30,88.30,90.55,90.55,89.30,165,26623,2422577.00,
500240,KINETIC ENG.,XC,Q,82.00,83.80,80.00,82.30,82.05,83.20,33,3432,279995.00,
500241,KIRL.BROS.  ,B ,Q,236.45,241.85,236.20,237.80,237.80,235.25,841,29390,7006018.00,
500243,KIRL INDUS  ,B ,Q,850.00,865.00,850.00,852.65,851.00,864.85,12,78,66763.00,
500245,KIRL.FERROUS,XC,Q,84.10,87.50,84.00,86.45,86.45,85.10,748,217163,18706055.00,
500247,KOTAK MAH.BK,A ,Q,772.00,776.55,761.70,766.35,765.00,770.55,2072,90523,69661379.00,
500249,KSB PUMPS   ,B ,Q,614.15,618.00,612.00,617.95,617.95,612.90,19,201,123890.00,
500250,L.G.BALKRISH,B ,Q,600.00,610.00,585.55,589.35,587.70,595.00,256,2716,1613952.00,
500251,TRENT LTD.  ,A ,Q,252.50,255.00,247.95,250.75,250.75,251.35,1020,36691,9218899.00,
500252,LAKSHMI MACH,A ,Q,3892.00,3900.00,3840.00,3847.95,3847.95,3877.75,116,480,1851130.00,
500253,LIC HOUS.FIN,A ,Q,557.20,564.70,556.30,558.80,558.80,561.60,1785,100588,56375414.00,
500254,UTTAMVALUE  ,B ,Q,0.44,0.45,0.42,0.44,0.44,0.44,110,691162,297779.00,
500255,LML LTD.    ,B ,Q,13.00,13.59,13.00,13.10,13.10,12.95,217,61065,807313.00,
500257,LUPIN LTD.  ,A ,Q,1485.00,1505.35,1479.05,1490.65,1488.25,1483.55,1765,42551,63515141.00,
500259,LYKA LABS   ,B ,Q,62.30,62.45,60.00,60.55,61.00,61.60,271,29613,1819259.00,
500260,RAMCOCEM    ,A ,Q,705.00,712.20,693.00,703.90,706.10,700.60,1156,17226,12105476.00,
500264,MAFATLAL IND,XC,Q,275.00,283.45,272.50,279.65,283.45,278.05,54,2412,668538.00,
500265,MAH.SEAMLESS,B ,Q,278.00,283.00,275.50,276.20,276.20,278.30,216,5301,1474554.00,
500266,MAH.SCOOTER ,B ,Q,1734.80,1750.00,1715.00,1737.80,1740.00,1714.15,252,1473,2549119.00,
500267,MAJESTIC AUT,XC,Q,101.40,103.50,101.40,102.80,102.50,104.40,18,1645,168294.00,
500268,MANALI PETRO,B ,Q,37.10,37.35,36.00,36.40,36.40,37.15,424,93537,3428896.00,
500271,MFSL        ,A ,Q,590.10,604.00,587.00,597.35,597.35,601.05,885,11748,6994827.00,
500277,MID INDIA IN,XT,Q,0.92,0.92,0.92,0.92,0.92,0.94,1,100,92.00,
500279,MIRC ELECT  ,B ,Q,13.80,13.99,13.75,13.92,13.98,13.72,213,68983,958219.00,
500280,CENTURY ENKA,B ,Q,298.00,302.50,296.70,299.75,300.90,298.05,444,8178,2450438.00,
500285,SPICEJET LTD,B ,Q,66.80,67.15,64.55,65.00,65.00,64.60,5876,2761330,180916017.00,
500288,MOREPEN LAB.,B ,Q,21.45,22.25,21.45,22.05,22.05,21.20,913,295666,6466088.00,
500290,MRF LTD.    ,A ,Q,51650.00,52650.00,49999.90,51019.60,51019.60,51577.10,3048,4688,239015006.00,
500292,HEIDEL CEM  ,B ,Q,133.40,135.00,131.25,132.00,132.00,131.80,745,56732,7538896.00,
500294,NCC         ,A ,Q,84.70,85.90,83.45,85.10,85.10,84.10,2482,521074,44167693.00,
500295,VEDL        ,A ,Q,259.85,260.35,248.60,251.10,251.10,259.65,7231,733264,185631557.00,
500296,NAHAR SPG.  ,B ,Q,147.40,154.00,146.50,149.45,149.45,146.40,390,24453,3693403.00,
500298,NAT.PEROXIDE,XC,Q,928.50,955.00,920.05,947.60,955.00,928.10,90,1402,1322554.00,
500300,GRASIM IND. ,A ,Q,948.65,960.95,940.00,943.40,943.40,950.60,1631,30505,28962494.00,
500301,NEPC INDIA  ,T ,Q,1.85,1.89,1.80,1.82,1.89,1.80,53,53227,98260.00,
500302,PEL         ,A ,Q,1682.00,1701.00,1677.10,1691.65,1700.95,1681.00,789,3971,6699660.00,
500303,ADI BIR NUVO,A ,Q,1413.45,1426.95,1393.25,1397.80,1397.80,1409.35,1267,18188,25625749.00,
500304,NIIT LTD.   ,B ,Q,74.60,75.40,73.25,73.55,73.55,74.15,1006,108810,8067221.00,
500306,JAYKAY      ,XD,Q,5.42,6.24,5.42,6.12,6.00,5.84,47,35854,214492.00,
500307,NIRLON      ,B ,Q,201.05,203.00,197.50,201.85,197.60,201.00,110,17123,3426021.00,
500312,ONGC CORPN  ,A ,Q,201.30,203.15,200.50,200.95,200.95,200.90,4153,330327,66589696.00,
500313,OIL COUNTRY ,T ,Q,52.00,52.00,51.15,51.15,51.15,53.80,88,10244,525940.00,
500314,ORIENT HOTEL,B ,Q,26.40,28.00,26.40,27.30,27.10,26.40,155,31066,851318.00,
500315,ORINTAL BANK,A ,Q,124.30,132.45,123.50,130.70,130.70,123.90,8231,1351056,173251866.00,
500317,OSWAL AGRO. ,B ,Q,11.19,11.19,10.86,10.90,10.90,11.09,84,14531,159190.00,
500319,INDIAN SUCRO,XT,Q,40.00,40.00,40.00,40.00,40.00,40.00,4,853,34120.00,
500322,PANYAM CEMEN,XC,Q,56.85,57.00,55.15,56.40,56.10,56.90,91,18128,1024605.00,
500325,RELIANCE    ,A ,Q,1044.75,1050.10,1031.05,1033.70,1033.70,1044.75,4317,118332,122919170.00,
500327,PILITA      ,B ,Q,12.00,12.22,11.71,11.85,11.85,12.30,37,18856,227193.00,
500329,PENTAMED.G  ,XD,Q,0.66,0.82,0.66,0.75,0.75,0.69,135,250300,188369.00,
500330,RAYMOND     ,A ,Q,508.00,511.05,502.85,505.15,505.15,505.80,1452,44442,22583098.00,
500331,PIDILITE    ,A ,Q,678.00,678.60,665.10,673.15,673.15,676.70,1946,37136,24929247.00,
500333,PIX TRANS   ,XD,Q,120.00,120.00,114.15,114.85,115.00,118.25,112,10477,1213244.00,
500335,BIRLA CORPN.,B ,Q,746.00,753.80,729.25,741.20,745.65,746.90,216,1713,1266404.00,
500336,SURYA ROSHNI,B ,Q,194.00,197.50,190.35,191.35,191.35,191.35,872,57567,11184901.00,
500337,PRIME SECUR.,B ,Q,28.80,28.80,27.60,28.10,28.25,28.40,30,4856,136773.00,
500338,PRISM CEMENT,B ,Q,99.75,105.85,99.50,104.10,104.10,99.85,668,51488,5293798.00,
500339,RAIN        ,B ,Q,74.00,79.15,71.20,77.75,77.75,73.05,5798,902988,68846105.00,
500343,PUDUMJEE    ,B ,Q,21.50,22.00,20.80,21.00,21.00,21.05,87,27309,575019.00,
500346,PUN.COMMUNI.,XD,Q,44.75,46.50,43.55,44.05,44.00,43.85,41,5726,257366.00,
500350,RSWM  LTD   ,B ,Q,462.90,468.00,451.90,465.55,468.00,455.25,385,3964,1819720.00,
500354,RAJSH.SUGAR ,B ,Q,68.55,69.95,64.80,65.25,65.25,68.75,374,33538,2230077.00,
500355,RALLIS INDIA,A ,Q,244.90,251.90,243.45,249.85,249.85,243.50,3209,121484,30188272.00,
500356,RAMANEWS    ,B ,Q,33.15,33.95,33.05,33.65,33.75,33.45,140,14431,484294.00,
500357,RAMA PAPER  ,XD,Q,24.40,24.50,22.80,24.20,24.45,23.90,66,12060,289785.00,
500358,RAMA PETRO  ,XT,Q,5.42,5.42,5.42,5.42,5.42,5.70,1,100,542.00,
500360,RAPICUT CARB,XD,Q,71.00,77.55,71.00,75.90,76.20,73.05,108,22072,1645529.00,
500365,RMGALLOY    ,XD,Q,5.60,6.05,5.60,5.76,5.76,5.77,20,3604,20907.00,
500366,ROLTA (I)   ,B ,Q,65.50,65.75,64.70,64.85,64.85,65.05,1108,133140,8677282.00,
500367,RUBFILA INT.,XC,Q,48.80,50.20,48.35,48.85,48.85,49.35,97,30180,1489897.00,
500368,RUCHI SOYA  ,B ,Q,23.70,25.20,23.25,24.95,24.95,23.30,1501,498077,11954280.00,
500370,SALORA INT. ,B ,Q,60.40,63.20,60.20,60.20,60.20,61.00,4,2290,141068.00,
500372,SAMTEL COL  ,T ,Q,0.66,0.66,0.66,0.66,0.66,0.63,1,3000,1980.00,
500378,JINDAL SAW  ,B ,Q,60.00,62.65,60.00,60.70,60.70,60.00,1015,176183,10850605.00,
500380,JK LAKSHMI  ,A ,Q,395.00,404.00,384.40,393.35,393.00,392.70,822,28610,11346992.00,
500387,SHREE CEMENT,A ,Q,15700.60,16121.00,15694.30,16019.85,16019.85,15746.80,299,880,14067667.00,
500390,REL INFRA   ,A ,Q,529.70,545.70,528.60,537.65,537.65,528.35,6850,343437,185130501.00,
500394,SOLID CARBID,XD,Q,1.46,1.46,1.39,1.45,1.45,1.46,6,4210,6098.00,
500399,STEELCO GUJ.,XT,Q,9.13,9.13,8.55,9.10,9.12,8.70,112,55728,506887.00,
500400,TATA POWER  ,A ,Q,83.40,83.40,80.20,80.45,80.45,80.50,2318,374134,30292274.00,
500402,SPMLINFRA   ,B ,Q,51.00,51.35,50.10,50.15,50.25,50.85,63,3923,197833.00,
500403,SUNDARAM FAS,B ,Q,331.50,337.20,331.00,335.20,335.00,328.25,1691,95875,31999958.00,
500404,SUNFLAG IRON,B ,Q,36.50,37.65,36.00,36.30,36.30,36.25,1045,152496,5588033.00,
500405,SUPREME PET ,B ,Q,268.00,300.40,268.00,290.25,290.25,276.75,2474,105050,30710519.00,
500407,SWARAJ ENGIN,B ,Q,1447.00,1452.05,1408.00,1426.40,1433.45,1448.00,188,986,1405499.00,
500408,TATA ELXSI  ,A ,Q,1470.95,1486.80,1463.35,1473.15,1473.15,1469.75,1761,35641,52547051.00,
500410,ACC LTD     ,A ,Q,1430.00,1437.00,1408.00,1426.45,1421.00,1435.60,3395,47897,68061186.00,
500411,THERMAX     ,A ,Q,815.85,836.45,802.50,829.70,834.20,809.25,199,1144,940232.00,
500412,THIRUMALAI  ,B ,Q,803.20,837.45,800.05,829.05,829.05,797.60,2324,42871,35488922.00,
500413,THOMAS COOK ,B ,Q,196.00,196.00,192.45,193.85,192.55,195.65,458,22243,4315384.00,
500414,TIMEX GROUP ,XC,Q,53.00,54.40,52.30,52.50,52.35,55.35,500,137961,7337135.00,
500418,TOKYO PLAST ,B ,Q,105.55,105.80,105.00,105.05,105.10,104.55,30,2795,293963.00,
500420,TORRENT PHAR,A ,Q,1289.05,1358.95,1286.45,1315.20,1315.20,1288.90,5356,52494,69621204.00,
500422,TRANSCHEM   ,XD,Q,16.80,17.00,16.60,16.80,16.80,16.80,9,430,7216.00,
500425,AMBUJA CEME ,A ,Q,232.25,232.25,228.30,229.25,229.25,232.25,990,73233,16816821.00,
500429,UNIPHOS ENT.,B ,Q,76.00,76.40,74.60,75.00,75.00,74.90,43,1084,81702.00,
500439,VARD HOLDNG ,B ,Q,2420.05,2439.95,2321.85,2346.85,2350.00,2426.25,39,222,531975.00,
500440,HINDALCO    ,A ,Q,193.50,195.40,188.25,191.60,191.60,193.35,5523,1014126,194412215.00,
500444,WEST COAS PA,B ,Q,135.00,136.95,131.80,134.10,134.80,134.05,939,62664,8383431.00,
500449,HIND.ORG.CHM,T ,Q,25.55,25.55,25.55,25.55,25.55,24.35,47,19313,493447.00,
500456,PAS.ACRYLON ,XC,Q,27.95,28.00,27.00,27.15,27.10,27.40,193,64071,1748132.00,
500458,KORE        ,XT,Q,2.64,2.64,2.64,2.64,2.64,2.52,2,2200,5808.00,
500459,PROCTER &GAM,A ,Q,6975.00,7008.00,6950.00,7000.00,7000.00,6974.50,64,514,3589696.00,
500460,MUKAND LTD. ,B ,Q,65.65,68.75,65.25,66.35,66.90,65.45,585,50711,3416035.00,
500463,AGCNET      ,B ,Q,86.15,88.90,86.10,87.05,86.25,86.00,17,1550,135343.00,
500464,UCAL FUEL   ,B ,Q,191.00,191.95,185.25,187.00,187.00,189.90,174,8752,1653519.00,
500467,HARR.MALAYAL,B ,Q,80.90,84.55,80.65,82.00,82.00,81.10,709,63816,5319929.00,
500469,FEDERAL BANK,A ,Q,86.00,86.30,84.05,84.55,84.55,83.90,7448,1711705,145378255.00,
500470,TATA STEEL  ,A ,Q,477.90,480.50,468.10,471.95,471.95,476.50,8074,601710,285277788.00,
500472,SKF INDIA   ,A ,Q,1300.00,1318.00,1289.85,1310.35,1313.00,1294.00,115,811,1061018.00,
500477,ASHOK LEYL. ,A ,Q,95.00,95.70,93.80,94.50,94.50,94.90,4863,1222171,115633585.00,
500480,CUMMINS (I) ,A ,Q,900.00,906.35,884.05,889.35,890.00,902.50,2529,26375,23594690.00,
500483,TATA COMM   ,A ,Q,757.00,767.45,746.05,749.10,752.00,755.40,2567,77061,58157422.00,
500488,ABBOTT (I)  ,B ,Q,4450.05,4475.00,4425.00,4439.55,4425.00,4434.95,64,249,1107174.00,
500490,BAJ HOLD INV,A ,Q,2065.00,2095.00,2009.25,2022.95,2022.95,2058.60,398,2562,5243569.00,
500493,BHARAT FORGE,A ,Q,970.00,999.00,945.65,947.60,947.60,966.60,3494,121273,116233172.00,
500495,ESCORTS LTD.,A ,Q,375.00,385.95,373.05,379.75,379.75,375.20,4523,233663,88952194.00,
500500,HIND.MOTORS ,B ,Q,10.04,10.70,10.03,10.12,10.12,10.06,1000,583263,6001022.00,
500510,LARSEN & TOU,A ,Q,1475.00,1487.95,1457.10,1479.45,1479.45,1473.30,4481,104357,153385944.00,
500520,MAH & MAH   ,A ,Q,1264.00,1273.50,1252.50,1263.05,1263.05,1264.55,5619,372464,470084060.00,
500530,BOSCH LTD   ,A ,Q,22898.70,22898.70,22300.00,22406.40,22300.00,22898.70,489,737,16641001.00,
500540,PREMIER LTD ,B ,Q,33.00,33.90,32.00,32.95,33.00,32.65,65,5431,179822.00,
500547,BHARAT PET. ,A ,Q,701.65,703.00,690.00,699.20,701.10,701.65,3054,96164,66974728.00,
500550,SIEMENS LTD.,A ,Q,1169.95,1190.60,1165.00,1187.10,1187.10,1168.35,1384,20951,24707140.00,
500570,TATA MOTORS ,A ,Q,534.40,534.40,520.00,522.50,522.50,530.85,9001,322716,169179307.00,
500575,VOLTAS LTD  ,A ,Q,331.30,332.50,326.55,331.05,330.50,331.30,2261,107318,35323146.00,
500620,GREAT EASTE ,A ,Q,387.25,396.00,380.00,390.00,390.00,386.25,1278,21147,8192870.00,
500645,DEEPAK FERT.,B ,Q,262.00,269.00,261.75,264.15,264.15,263.90,602,16076,4258521.00,
500650,EXCEL INDUST,B ,Q,424.00,424.00,401.35,411.50,410.70,418.00,200,4330,1779863.00,
500655,GARWARE POLY,XC,Q,136.20,139.50,135.00,138.60,139.00,135.55,27,1474,202717.00,
500660,GLAXOSMITH  ,A ,Q,2685.50,2705.00,2660.00,2699.35,2699.35,2681.55,583,3080,8255041.00,
500670,GUJ.NARMADA ,B ,Q,242.75,250.80,240.00,245.05,245.05,240.95,3831,270467,66228474.00,
500672,NOVARTIS    ,B ,Q,685.00,691.00,680.00,687.45,687.45,678.10,316,14248,9786490.00,
500674,SANOFI      ,A ,Q,4070.00,4100.00,4051.00,4079.90,4060.00,4080.00,51,25127,102392579.00,
500676,GLAXOSMITHKL,A ,Q,5105.00,5110.60,5062.00,5075.50,5075.50,5141.80,60,141,715762.00,
500680,PFIZER LTD. ,A ,Q,1793.00,1793.00,1773.00,1777.60,1779.90,1789.00,156,954,1698177.00,
500690,GUJ.ST.FERT ,A ,Q,108.50,111.55,108.50,110.25,110.25,109.80,2576,278285,30619545.00,
500696,HIND UNI LT ,A ,Q,844.90,851.00,839.00,848.30,848.30,844.90,2456,83974,70973539.00,
500710,AKZOINDIA   ,B ,Q,1500.00,1520.00,1500.00,1511.60,1515.00,1488.75,171,974,1472670.00,
500730,NOCIL LTD   ,B ,Q,75.00,75.40,73.80,74.15,74.15,74.45,1321,187240,13968221.00,
500770,TATA CHEM.  ,A ,Q,562.00,565.00,557.70,559.95,559.95,561.70,1346,43224,24232865.00,
500777,T.P.L.      ,B ,Q,30.60,30.80,28.90,29.10,29.10,30.45,736,138368,4092325.00,
500780,ZUARIGLOB   ,B ,Q,115.30,116.00,114.10,114.55,114.55,112.90,140,5463,629528.00,
500790,NESTLE (I)  ,A ,Q,6005.90,6121.50,5991.10,6078.55,6078.55,6005.90,784,2970,17954117.00,
500800,TATAGLOBAL  ,A ,Q,137.60,143.75,137.30,141.60,141.60,137.60,4220,666351,94142624.00,
500820,ASIAN PAINTS,A ,Q,994.00,994.00,980.80,985.35,984.00,989.10,2224,54449,53642929.00,
500825,BRITANIA IND,A ,Q,3230.00,3272.95,3209.65,3229.75,3225.00,3229.65,1136,10393,33556119.00,
500830,COLGATE PALM,A ,Q,901.75,908.00,897.55,901.10,904.95,901.40,928,9212,8302774.00,
500840,EIH LTD.    ,B ,Q,101.50,103.95,100.60,103.20,103.20,100.05,217,14780,1506690.00,
500850,INDIAN HOTEL,A ,Q,110.45,112.60,108.90,109.60,109.45,110.10,940,71716,7940733.00,
500870,CASTROL     ,A ,Q,416.00,420.40,412.35,418.20,416.20,415.45,1784,81356,33933845.00,
500875,ITC LTD.    ,A ,Q,275.00,275.30,270.25,272.45,272.45,273.70,4326,1007843,275208889.00,
500877,APOLLO TYRES,A ,Q,184.60,187.00,181.50,183.30,183.30,184.35,3437,235372,43308862.00,
500878,CEAT LIMITED,A ,Q,1188.00,1212.00,1181.00,1193.35,1193.35,1188.95,4115,87458,104624529.00,
500890,MODI RUBBER ,B ,Q,42.00,47.90,42.00,43.90,43.05,44.00,16,599,25967.00,
500940,FINOLEX IND.,A ,Q,492.50,492.50,485.25,489.95,489.20,489.00,274,6205,3037976.00,
500945,VALUE IND L ,B ,Q,13.07,13.50,12.90,13.43,13.49,13.21,19,5508,71693.00,
501061,ST.BANK BIKA,B ,Q,733.70,742.00,732.65,739.60,740.50,729.45,281,2836,2094606.00,
501148,DALAL ST INV,XT,Q,126.05,126.05,126.05,126.05,126.05,123.90,4,75,9453.00,
501150,CENTRUM CAP ,XD,Q,35.25,36.90,35.15,35.30,35.30,35.70,1163,2238440,80204535.00,
501179,OSCAR INV.  ,XC,Q,234.95,234.95,226.60,226.60,226.60,234.85,9,311,72446.00,
501242,TCI FINANCE ,B ,Q,25.75,26.10,25.35,25.60,25.60,25.80,107,17868,459499.00,
501295,INDUS.INV.TR,B ,Q,71.85,76.00,71.85,76.00,76.00,75.00,2,1050,79592.00,
501298,INDUS.&PRUD.,XC,Q,1099.00,1100.00,1080.00,1094.65,1096.00,1090.05,25,151,165326.00,
501301,TATA INVEST.,B ,Q,611.90,620.00,605.00,608.75,605.00,609.50,487,8458,5182774.00,
501370,WALCHAND PF ,XD,Q,188.00,188.00,165.50,172.45,172.45,185.75,486,23967,4113450.00,
501391,W.H.BRADY   ,XD,Q,142.05,152.35,142.05,152.35,152.35,145.10,16,962,144089.00,
501421,SOLIX TECHNO,XT,Q,203.00,213.15,198.00,212.00,212.00,203.00,19,1174,249081.00,
501423,SHA ENG PLA ,XT,Q,532.00,540.00,525.30,535.95,538.00,532.35,123,8698,4658306.00,
501425,BOM.BURMAH  ,B ,Q,604.40,618.00,599.15,604.30,604.30,602.80,2884,58463,35534495.00,
501430,BOM.CYCLE   ,XD,Q,1575.00,1600.00,1575.00,1600.00,1600.00,1600.00,3,11,17350.00,
501455,GREAVES COTT,B ,Q,137.00,142.00,137.00,139.85,139.85,137.75,2011,101698,14243924.00,
501477,MULLER & PHI,XT,Q,81.35,81.35,81.35,81.35,81.35,85.60,5,75,6101.00,
501700,INDIA NIVEH ,XD,Q,43.30,43.40,43.25,43.40,43.40,43.45,79,5228,226486.00,
501831,COAST CORP  ,XD,Q,37.75,37.75,37.75,37.75,37.75,37.20,1,5,188.00,
501833,CHOWGULE ST ,XT,Q,15.00,15.74,15.00,15.04,15.04,15.00,7,5200,78714.00,
501848,GLOBAL OFFS ,B ,Q,58.90,61.25,58.90,59.80,59.80,62.00,1048,129197,7774220.00,
502015,ASSOC.STONE ,XC,Q,38.95,39.25,38.00,39.25,39.25,35.70,1029,519964,20365857.00,
502090,SAGAR CEM.  ,B ,Q,755.00,763.85,730.00,748.30,748.30,752.10,244,3368,2530765.00,
502137,DECAN CEMENT,B ,Q,1056.00,1115.95,1056.00,1104.90,1077.05,1057.45,204,2419,2630126.00,
502157,MANGALAM CEM,B ,Q,282.00,285.70,275.00,276.15,276.00,281.25,270,8236,2293857.00,
502165,OCL INDIA L ,B ,Q,925.00,1037.00,915.85,957.55,957.55,918.70,2073,19682,19343089.00,
502168,N C L IND.  ,B ,Q,132.50,133.85,130.00,130.60,130.50,132.15,186,13791,1813537.00,
502175,SAURAS.CEM. ,XC,Q,60.40,62.20,59.65,59.90,60.50,60.70,162,21988,1332850.00,
502180,SRI DIGV CEM,XT,Q,23.30,23.75,23.15,23.45,23.45,23.05,171,116661,2735901.00,
502219,BOROSIL GLAS,XC,Q,6974.15,7198.50,6901.00,7026.10,7026.10,6999.90,195,2316,16254071.00,
502281,TRIVENI GLAS,XT,Q,33.60,34.10,32.20,32.95,32.95,33.40,229,100033,3349688.00,
502330,IPAPPM      ,B ,Q,316.05,319.20,313.30,313.55,313.55,317.35,91,2159,681220.00,
502355,BALKRISH IND,A ,Q,1151.00,1151.00,1131.00,1140.10,1141.10,1144.35,439,2150,2456965.00,
502407,NATH PULP   ,XD,Q,29.50,32.95,28.50,28.60,28.60,31.30,16,277,8243.00,
